"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"CZE","LIFEEXP","TOT","YR","A","2006",76.7,
"CZE","LIFEEXP","TOT","YR","A","2007",77,
"CZE","LIFEEXP","TOT","YR","A","2008",77.3,
"CZE","LIFEEXP","TOT","YR","A","2009",77.4,
"CZE","LIFEEXP","TOT","YR","A","2010",77.7,
"CZE","LIFEEXP","TOT","YR","A","2011",78,
"CZE","LIFEEXP","TOT","YR","A","2012",78.2,
"CZE","LIFEEXP","TOT","YR","A","2013",78.3,
"CZE","LIFEEXP","TOT","YR","A","2014",78.9,
"DNK","LIFEEXP","TOT","YR","A","1960",72.4,
"DNK","LIFEEXP","TOT","YR","A","1967",72.6,
"DNK","LIFEEXP","TOT","YR","A","1968",73,
"DNK","LIFEEXP","TOT","YR","A","1969",73.2,
"DNK","LIFEEXP","TOT","YR","A","1970",73.3,
"DNK","LIFEEXP","TOT","YR","A","1971",73.3,
"DNK","LIFEEXP","TOT","YR","A","1972",73.4,
"DNK","LIFEEXP","TOT","YR","A","1973",73.6,
"DNK","LIFEEXP","TOT","YR","A","1974",74,
"DNK","LIFEEXP","TOT","YR","A","1975",74.2,
"DNK","LIFEEXP","TOT","YR","A","1976",73.9,
"DNK","LIFEEXP","TOT","YR","A","1977",74.9,
"DNK","LIFEEXP","TOT","YR","A","1978",74.6,
"DNK","LIFEEXP","TOT","YR","A","1979",74.4,
"DNK","LIFEEXP","TOT","YR","A","1980",74.3,
"DNK","LIFEEXP","TOT","YR","A","1981",74.4,
"DNK","LIFEEXP","TOT","YR","A","1982",74.7,
"DNK","LIFEEXP","TOT","YR","A","1983",74.6,
"DNK","LIFEEXP","TOT","YR","A","1984",74.8,
"DNK","LIFEEXP","TOT","YR","A","1985",74.6,
"DNK","LIFEEXP","TOT","YR","A","1986",74.8,
"DNK","LIFEEXP","TOT","YR","A","1987",74.9,
"DNK","LIFEEXP","TOT","YR","A","1988",75,
"DNK","LIFEEXP","TOT","YR","A","1989",75,
"DNK","LIFEEXP","TOT","YR","A","1990",74.9,
"DNK","LIFEEXP","TOT","YR","A","1991",75.3,
"DNK","LIFEEXP","TOT","YR","A","1992",75.3,
"DNK","LIFEEXP","TOT","YR","A","1993",75.2,
"DNK","LIFEEXP","TOT","YR","A","1994",75.5,
"DNK","LIFEEXP","TOT","YR","A","1995",75.3,
"DNK","LIFEEXP","TOT","YR","A","1996",75.7,
"DNK","LIFEEXP","TOT","YR","A","1997",76.1,
"DNK","LIFEEXP","TOT","YR","A","1998",76.5,
"DNK","LIFEEXP","TOT","YR","A","1999",76.6,
"DNK","LIFEEXP","TOT","YR","A","2000",76.9,
"DNK","LIFEEXP","TOT","YR","A","2001",77,
"DNK","LIFEEXP","TOT","YR","A","2002",77.1,
"DNK","LIFEEXP","TOT","YR","A","2003",77.4,
"DNK","LIFEEXP","TOT","YR","A","2004",77.8,
"DNK","LIFEEXP","TOT","YR","A","2005",78.3,
"DNK","LIFEEXP","TOT","YR","A","2006",78.4,
"DNK","LIFEEXP","TOT","YR","A","2007",78.4,
"DNK","LIFEEXP","TOT","YR","A","2008",78.8,
"DNK","LIFEEXP","TOT","YR","A","2009",79,
"DNK","LIFEEXP","TOT","YR","A","2010",79.3,
"DNK","LIFEEXP","TOT","YR","A","2011",79.9,
"DNK","LIFEEXP","TOT","YR","A","2012",80.1,
"DNK","LIFEEXP","TOT","YR","A","2013",80.4,
"DNK","LIFEEXP","TOT","YR","A","2014",80.8,
"FIN","LIFEEXP","TOT","YR","A","1960",69,
"FIN","LIFEEXP","TOT","YR","A","1963",69,
"FIN","LIFEEXP","TOT","YR","A","1968",69.8,
"FIN","LIFEEXP","TOT","YR","A","1970",70.8,
"FIN","LIFEEXP","TOT","YR","A","1971",70.1,
"FIN","LIFEEXP","TOT","YR","A","1972",70.7,
"FIN","LIFEEXP","TOT","YR","A","1973",71.2,
"FIN","LIFEEXP","TOT","YR","A","1974",71.2,
"FIN","LIFEEXP","TOT","YR","A","1975",71.7,
"FIN","LIFEEXP","TOT","YR","A","1976",72,
"FIN","LIFEEXP","TOT","YR","A","1977",72.4,
"FIN","LIFEEXP","TOT","YR","A","1978",73,
"FIN","LIFEEXP","TOT","YR","A","1979",73.2,
"FIN","LIFEEXP","TOT","YR","A","1980",73.6,
"FIN","LIFEEXP","TOT","YR","A","1981",73.9,
"FIN","LIFEEXP","TOT","YR","A","1982",74.6,
"FIN","LIFEEXP","TOT","YR","A","1983",74.4,
"FIN","LIFEEXP","TOT","YR","A","1984",74.8,
"FIN","LIFEEXP","TOT","YR","A","1985",74.5,
"FIN","LIFEEXP","TOT","YR","A","1986",74.8,
"FIN","LIFEEXP","TOT","YR","A","1987",74.8,
"FIN","LIFEEXP","TOT","YR","A","1988",74.8,
"FIN","LIFEEXP","TOT","YR","A","1989",75,
"FIN","LIFEEXP","TOT","YR","A","1990",75,
"FIN","LIFEEXP","TOT","YR","A","1991",75.5,
"FIN","LIFEEXP","TOT","YR","A","1992",75.7,
"FIN","LIFEEXP","TOT","YR","A","1993",75.8,
"FIN","LIFEEXP","TOT","YR","A","1994",76.6,
"FIN","LIFEEXP","TOT","YR","A","1995",76.6,
"FIN","LIFEEXP","TOT","YR","A","1996",76.9,
"FIN","LIFEEXP","TOT","YR","A","1997",77.1,
"FIN","LIFEEXP","TOT","YR","A","1998",77.3,
"FIN","LIFEEXP","TOT","YR","A","1999",77.5,
"FIN","LIFEEXP","TOT","YR","A","2000",77.7,
"FIN","LIFEEXP","TOT","YR","A","2001",78.2,
"FIN","LIFEEXP","TOT","YR","A","2002",78.3,
"FIN","LIFEEXP","TOT","YR","A","2003",78.5,
"FIN","LIFEEXP","TOT","YR","A","2004",79,
"FIN","LIFEEXP","TOT","YR","A","2005",79.1,
"FIN","LIFEEXP","TOT","YR","A","2006",79.5,
"FIN","LIFEEXP","TOT","YR","A","2007",79.6,
"FIN","LIFEEXP","TOT","YR","A","2008",79.9,
"FIN","LIFEEXP","TOT","YR","A","2009",80.1,
"FIN","LIFEEXP","TOT","YR","A","2010",80.2,
"FIN","LIFEEXP","TOT","YR","A","2011",80.6,
"FIN","LIFEEXP","TOT","YR","A","2012",80.7,
"FIN","LIFEEXP","TOT","YR","A","2013",81.1,
"FIN","LIFEEXP","TOT","YR","A","2014",81.3,
"FRA","LIFEEXP","TOT","YR","A","1960",70.3,
"FRA","LIFEEXP","TOT","YR","A","1961",71,
"FRA","LIFEEXP","TOT","YR","A","1962",70.5,
"FRA","LIFEEXP","TOT","YR","A","1963",70.5,
"FRA","LIFEEXP","TOT","YR","A","1964",71.4,
"FRA","LIFEEXP","TOT","YR","A","1965",71.3,
"FRA","LIFEEXP","TOT","YR","A","1966",71.5,
"FRA","LIFEEXP","TOT","YR","A","1967",71.5,
"FRA","LIFEEXP","TOT","YR","A","1968",71.5,
"FRA","LIFEEXP","TOT","YR","A","1969",71.3,
"FRA","LIFEEXP","TOT","YR","A","1970",72.2,
"FRA","LIFEEXP","TOT","YR","A","1971",72.1,
"FRA","LIFEEXP","TOT","YR","A","1972",72.4,
"FRA","LIFEEXP","TOT","YR","A","1973",72.5,
"FRA","LIFEEXP","TOT","YR","A","1974",72.8,
"FRA","LIFEEXP","TOT","YR","A","1975",73,
"FRA","LIFEEXP","TOT","YR","A","1976",73.2,
"FRA","LIFEEXP","TOT","YR","A","1977",73.8,
"FRA","LIFEEXP","TOT","YR","A","1978",73.9,
"FRA","LIFEEXP","TOT","YR","A","1979",74.2,
"FRA","LIFEEXP","TOT","YR","A","1980",74.3,
"FRA","LIFEEXP","TOT","YR","A","1981",74.5,
"FRA","LIFEEXP","TOT","YR","A","1982",74.8,
"FRA","LIFEEXP","TOT","YR","A","1983",74.8,
"FRA","LIFEEXP","TOT","YR","A","1984",75.3,
"FRA","LIFEEXP","TOT","YR","A","1985",75.4,
"FRA","LIFEEXP","TOT","YR","A","1986",75.6,
"FRA","LIFEEXP","TOT","YR","A","1987",76.2,
"FRA","LIFEEXP","TOT","YR","A","1988",76.4,
"FRA","LIFEEXP","TOT","YR","A","1989",76.6,
"FRA","LIFEEXP","TOT","YR","A","1990",76.9,
"FRA","LIFEEXP","TOT","YR","A","1991",77,
"FRA","LIFEEXP","TOT","YR","A","1992",77.3,
"FRA","LIFEEXP","TOT","YR","A","1993",77.4,
"FRA","LIFEEXP","TOT","YR","A","1994",77.7,
"FRA","LIFEEXP","TOT","YR","A","1995",77.9,
"FRA","LIFEEXP","TOT","YR","A","1996",78.1,
"FRA","LIFEEXP","TOT","YR","A","1997",78.4,
"FRA","LIFEEXP","TOT","YR","A","1998",78.7,
"FRA","LIFEEXP","TOT","YR","A","1999",78.9,
"FRA","LIFEEXP","TOT","YR","A","2000",79.2,
"FRA","LIFEEXP","TOT","YR","A","2001",79.3,
"FRA","LIFEEXP","TOT","YR","A","2002",79.4,
"FRA","LIFEEXP","TOT","YR","A","2003",79.2,
"FRA","LIFEEXP","TOT","YR","A","2004",80.3,
"FRA","LIFEEXP","TOT","YR","A","2005",80.3,
"FRA","LIFEEXP","TOT","YR","A","2006",80.9,
"FRA","LIFEEXP","TOT","YR","A","2007",81.2,
"FRA","LIFEEXP","TOT","YR","A","2008",81.3,
"FRA","LIFEEXP","TOT","YR","A","2009",81.5,
"FRA","LIFEEXP","TOT","YR","A","2010",81.8,
"FRA","LIFEEXP","TOT","YR","A","2011",82.2,
"FRA","LIFEEXP","TOT","YR","A","2012",82.1,
"FRA","LIFEEXP","TOT","YR","A","2013",82.3,
"FRA","LIFEEXP","TOT","YR","A","2014",82.8,"B"
"DEU","LIFEEXP","TOT","YR","A","1960",69.1,
"DEU","LIFEEXP","TOT","YR","A","1961",69.7,
"DEU","LIFEEXP","TOT","YR","A","1962",69.9,
"DEU","LIFEEXP","TOT","YR","A","1963",70,
"DEU","LIFEEXP","TOT","YR","A","1964",70.6,
"DEU","LIFEEXP","TOT","YR","A","1965",70.5,
"DEU","LIFEEXP","TOT","YR","A","1966",70.6,
"DEU","LIFEEXP","TOT","YR","A","1967",70.9,
"DEU","LIFEEXP","TOT","YR","A","1968",70.5,
"DEU","LIFEEXP","TOT","YR","A","1969",70.3,
"DEU","LIFEEXP","TOT","YR","A","1970",70.6,
"DEU","LIFEEXP","TOT","YR","A","1971",70.8,
"DEU","LIFEEXP","TOT","YR","A","1972",71,
"DEU","LIFEEXP","TOT","YR","A","1973",71.3,
"DEU","LIFEEXP","TOT","YR","A","1974",71.5,
"DEU","LIFEEXP","TOT","YR","A","1975",71.4,
"DEU","LIFEEXP","TOT","YR","A","1976",71.8,
"DEU","LIFEEXP","TOT","YR","A","1977",72.5,
"DEU","LIFEEXP","TOT","YR","A","1978",72.4,
"DEU","LIFEEXP","TOT","YR","A","1979",72.8,
"DEU","LIFEEXP","TOT","YR","A","1980",72.9,
"DEU","LIFEEXP","TOT","YR","A","1981",73.2,
"DEU","LIFEEXP","TOT","YR","A","1982",73.5,
"DEU","LIFEEXP","TOT","YR","A","1983",73.8,
"DEU","LIFEEXP","TOT","YR","A","1984",74.3,
"DEU","LIFEEXP","TOT","YR","A","1985",74.4,
"DEU","LIFEEXP","TOT","YR","A","1986",74.6,
"DEU","LIFEEXP","TOT","YR","A","1987",75,
"DEU","LIFEEXP","TOT","YR","A","1988",75.2,
"DEU","LIFEEXP","TOT","YR","A","1989",75.4,
"DEU","LIFEEXP","TOT","YR","A","1990",75.3,
"DEU","LIFEEXP","TOT","YR","A","1991",75.5,
"DEU","LIFEEXP","TOT","YR","A","1992",76,
"DEU","LIFEEXP","TOT","YR","A","1993",76.1,
"DEU","LIFEEXP","TOT","YR","A","1994",76.4,
"DEU","LIFEEXP","TOT","YR","A","1995",76.6,
"DEU","LIFEEXP","TOT","YR","A","1996",76.9,
"DEU","LIFEEXP","TOT","YR","A","1997",77.3,
"DEU","LIFEEXP","TOT","YR","A","1998",77.7,
"DEU","LIFEEXP","TOT","YR","A","1999",77.9,
"DEU","LIFEEXP","TOT","YR","A","2000",78.2,
"DEU","LIFEEXP","TOT","YR","A","2001",78.5,
"DEU","LIFEEXP","TOT","YR","A","2002",78.5,
"DEU","LIFEEXP","TOT","YR","A","2003",78.6,
"DEU","LIFEEXP","TOT","YR","A","2004",79.2,
"DEU","LIFEEXP","TOT","YR","A","2005",79.4,
"DEU","LIFEEXP","TOT","YR","A","2006",79.8,
"DEU","LIFEEXP","TOT","YR","A","2007",80.1,
"DEU","LIFEEXP","TOT","YR","A","2008",80.2,
"DEU","LIFEEXP","TOT","YR","A","2009",80.3,
"DEU","LIFEEXP","TOT","YR","A","2010",80.5,
"DEU","LIFEEXP","TOT","YR","A","2011",80.8,
"DEU","LIFEEXP","TOT","YR","A","2012",81,
"DEU","LIFEEXP","TOT","YR","A","2013",80.9,
"DEU","LIFEEXP","TOT","YR","A","2014",81.2,"B"
"GRC","LIFEEXP","TOT","YR","A","1961",72,
"GRC","LIFEEXP","TOT","YR","A","1962",71.7,
"GRC","LIFEEXP","TOT","YR","A","1963",72,
